종목명,항목,내용
가스산업기사,진로 및 전망,"- 고압가스 제조업체·저장업체·판매업체에 기타 도시가스 사업소, 용기제조업소, 냉동기   계제조업체 등 전국의 고압가스 관련업체로 진출할 수 있다. - 최근 국민생활수준의 향상과 산업의 발달로 연료용 및 산업용 가스의 수급규모가  대   형화되고 있으며, 가스시설의 복잡·다양화됨에 따라 가스사고건수가 급증하고 사고    규모도 대형화되는 추세이다. 한국가스안전공사의 자료에 의하면 가스사고로 인한 인   명피해가 1997년 467명에서 1998년에는 551명으로 증가하였고, 정부의 도시가스 확대   방안으로 인천, 평택인수기지에 이어 통영기지 건설을 추진하는 등 가스사용량  증가   가 예상되어 가스기능장의 인력수요는 증가할 것이다. "
가스산업기사,실시기관명,한국산업인력공단 
가스산업기사,실시기관 홈페이지,http://www.q-net.or.kr
가스산업기사,수행직무,"고압가스 및 용기제조의 공정관리, 가스의 사용방법 및 취급요령 등을 위해 예방을 위 한 지도 및 감독업무와 저장, 판매, 공급 등의 과정에서 안전관리를 위한 지도 및 감독 업무 수행. "
가스산업기사,변천과정,"1983년 가스기사2급, 고압가스기계기능사1급, 고압가스화학기능사1급으로 신설되어 1995 년 기능사1급 종목이 고압가스기능사1급으로 통합되었고, 1999년 3월 가스산업기사로  개정. "
가스산업기사,개요,"고압가스가 지닌 화학적, 물리적 특성으로 인한 각종 사고로부터 국민의생명과 재산을  보호하고 고압가스의 제조과정에서부터 소비과정에 이르기까지 안전에 대한 규제대책,  각종 가스용기, 기계, 기구 등에 대한 제품검사, 가스취급에 따른 제반시설의 검사 등  고압가스에 관한 안전관리를 실시하기 위한 전문인력을 양성하기 위하여 자격제도 제 정. "
가스산업기사,위 자격취득자에 대한 법령상 우대현황,▣ 소방기본법 □ 동법 시행규칙 제12조 (화재조사전담부서의 설치·운영 등) ▣ 도시가스사업법 □ 동법 제29조 (안전관리자)  □ 동법 시행규칙 제47조(가스사용시설 안전관리업무대행자의 자격) ▣ 액화석유가스의 안전관리 및 사업법 □ 동법 시행령 제5조 (안전관리자의 종류 등) ▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제13조 (원가계산을 할 때 단위당 가격의 기준)▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청)▣ 국외유학에 관한 규정 □ 동규정 제5조 (자비유학자격) ▣ 기술사법 □ 동법 시행령 제19조 (합동기술사사무소의 등록기준 등)  ▣ 국가과학기술 경쟁력강화를 위한 이공계지원특별법 □ 동법 시행령 제20조 (연구기획평가사의 자격시험)▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조(국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등) ▣ 기술개발촉진법 □ 동법 시행령 제15조 (특정연구개발사업 참여기관 등의 기준)▣ 소방시설 설치 유지 및 안전관리에 관한 법률 □ 동법 시행령 제106조 (계약심의위원회의 구성) □ 동법 시행령 제8조 (소방검사자의 자격)  ▣ 건설기술관리법 □ 동법 시행령 제4조 (건설기술자의 범위)▣ 법원공무원규칙 □ 동규칙 제19조 (특별채용시험의 응시요건 등)  
가스용접기능사,개요,"용접은 조선, 기계, 자동차, 전기, 전자 및 건설 등의 산업에서 제품이나 설비의 제조,  조립, 설치, 보수 등에 이르기까지 광범위하게 사용되고 있다.  이에 따라 용접기술을  향상시키기 위한 제반 환경조성과 전문화된 기능인력을 양성하기 위하여 자격을 제정. "
가스용접기능사,변천과정,1974년 가스용접기능사2급으로 신설되어 1999년 가스용접기능사로 변경. 
가스용접기능사,수행직무,"용접에 관한 설계도상의 작업절차에 따라 가스용접기, (자동)산소절단기 등 가스용접장 비를 이용하여 금속부분품을 서로 맞붙이거나 금속소재를 절단하는 업무 수행. "
가스용접기능사,실시기관 홈페이지,http://www.q-net.or.kr
가스용접기능사,실시기관명,한국산업인력공단 
가스용접기능사,진로 및 전망,"- 조선, 기계, 자동차, 전기, 전자, 건설 등 산업 전반에 걸쳐 진출할 수 있다. - 용접의 활용범위가 광범위해지고, 또한 기술개발을 통한 고용착 및 고속 용접기법이   개발되고 있어 현장 적용능력을 갖춘 숙련기능인력에 대한 수요가 예상된다. 그렇지   만 기능인력의 수요는 기술인력과는 달리 용접 자동화의 영향으로 자동차 생산공장    등 자동용접이 가능한 분야에서는 고용이 점차 감소할 전망이다.  반면 조선이나 건   설업 등 여전히 수작업이 필요한 분야는 해당산업의 성장에 영향을 받게 되는데,  향   후 조선수주량의 증가, 건설경기의 호전에 따른 이들 산업의 성장이 기대됨에 따라    고용도 증가할 전망이다."
가스용접기능사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 실업계 고등학교의 용접과③ 훈련기관 : 공공직업훈련원, 인정직업훈련원, 일반 사설학원④ 시험과목   - 필기 : 1.용접일반 2.용접재료 3.기계제도(비절삭부분)   - 실기 : 가스용접 작업⑤ 검정방법   - 필기 : 전과목 혼합, 객관식 60문항(60분)   - 실기 : 작업형 (1시간 30분 정도)⑥ 합격기준    - 필기·실기 : 100점을 만점으로 하여 60점이상 "
가스용접기능사,위 자격취득자에 대한 법령상 우대현황,▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제14조 (원가계산을 할 때 단위당 가격의 기준)▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청)▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조(국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등) ▣ 병역법 □ 동법 시행령 제81조 (농어업분야종사자의 산업기능요원 편입)▣ 농어촌발전특별조치법 □ 동법 시행규칙 제3조의9 (기계화영농사의 육성) ▣ 삭도 궤도법 □ 동법 시행규칙 제61조 (운전자의 지식·기능 등)▣ 선거관리위원회 공무원규칙 □ 동규칙 제89조 (채용시험의 특전)  
객화차정비기능사,진로 및 전망,"- 주로 철도청의 검수원(공무원신분)이나 지하철공사, 도시철도공사의 전동차량정비원으   로 고용되어 철도차량정비창, 객화차사무소등에서 근무한다.  자격증 취득은 채용시    가산점부여, 근무평정시 가점, 우선승진기회가 주어지는 등 장점이 많다.  이외에 철   도차량생산업체, 전동차생산업체 등으로 진출할 수 있다. - 국내 철도관련 정비기능인력에 대한 수요는 대부분 철도청, 지하철공사 및 도시철도   공사에 의해 이루어지고 있다.  먼저 철도청 소속 차량전기분야 검수원으로의 진출   은 공개채용에 의해 선발된다.  향후 고속철도 개통, 철도복선화 등 고용창출요소가    있긴 하지만 장기적이고 채용규모도 소규모에 그칠 전망이다.  하지만 기존 인력의    이·퇴직 등 대체수요에 의한 고용창출이 많을 것으로 기대된다.  반면 철도기술의    발달과 생산성향상을 위한 경영구조개선노력 등은 인력을 감축시키는 방향으로 작용   하게 될 것이다.  이에 따라 전체적인 고용수준은 현재와 비슷할 전망이다.  참고로    1998년 말 기능직 철도공무원 공채시 일반기계분야이 경쟁률은 12.2대 1로 나타났다. - 다음으로 지하철공사 및 도시철도공사 소속 전동차량전기정비원으로서의 진출은 단기   적으로는 대도시 내의 전동차 노선증설에 의해, 장기적으로는 지방도시에서의 지하철   건설에 의해 영향을 받을 전망이다.  또한 개통지역별 고용창출이 이루어질 전망이   다.  하지만 기존인력의 이·퇴직에 의한 일자리 창출은 근래에 개통된 지하철이 많   아 그 규모가 크지 않을 전망이다. "
객화차정비기능사,취득방법,"① 시 행 처 : 한국산업인력공단     관련학과 : 한국철도대학 차량기계과 철도경영연수원 기술연수부② 시험과목   - 필기 : 1.객화차 기계장치 2.객화차 제동장치 3.객화차 전기장치   - 실기 : 객화차 정비작업③ 검정방법   - 필기 : 전과목 혼합, 객관식 60문항(60분)   - 실기 : 작업형(3시간정도)④ 합격기준   - 필기·실기 : 100점을 만점으로 하여 60점이상 "
객화차정비기능사,실시기관명,한국산업인력공단 
객화차정비기능사,실시기관 홈페이지,http://www.q-net.or.kr
객화차정비기능사,수행직무,"각종 공구와 장비를 사용하여 객화차의 공기배관시설, 도어엔진, 의자시설, 소화설비,  냉난방설비 등 기계 장치나 구성부품을 검사·수선하고, 경우에 따라서는 차체를 개조하 는 업무 수행. "
객화차정비기능사,변천과정,1974년 객화차정비기능사2급으로 신설되어 1999년 객화차정비기능사로 변경 
